date,address,phone,num_hugi,title,max_daesil_time,daesil_price,sukbak_time,sukbak_price,hashtag
2018-11-14,서울특별시 성동구 용답동 68-2,50350518303,41,답십리 호텔 이노스테이,,,15:00,"60,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 영등포구 당산동5가 16-1,50350510609,575,당산 Hotel K,4,"25,000",18:00,"50,000",#쿠폰혜택
2018-11-14,서울특별시 영등포구 당산동3가 386-7,50350502068,1161,당산 SL(사월),6,"20,000",19:00,"45,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 영등포구 당산동6가 237-60,50350516926,71,당산 강남모텔,3,"20,000",20:00,"40,000",#쿠폰혜택
2018-11-14,서울특별시 강남구 대치동 891-35,50350515031,1748,대치 컬리넌,4,"25,000",18:00,"65,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 도봉구 방학동 705-13,50350515962,2530,도봉 HOTEL BAY 204,4,"30,000",14:00,"70,000",#쿠폰혜택 #TOP100 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 도봉구 도봉동 560-16 더데이 호텔,50350515847,1304,도봉 더데이 호텔,5,"30,000",18:00,"55,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 도봉구 도봉동 620-30 도봉(도봉역) 럭스,50350510205,623,도봉(방학역) 럭스,6,"20,000",17:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 금천구 독산동 973-3,50350510188,10,독산 M,4,"40,000",18:00,"45,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 금천구 독산동 336-28,28832700,5,독산 SI호텔,7,"25,000",16:00,"50,000",
2018-11-14,서울특별시 금천구 독산동 297-12,50350518380,1,독산 대호모텔,3,"20,000",19:00,"35,000",#마이룸
2018-11-14,서울특별시 금천구 독산동 1008-12,50350502134,583,독산 발렌타인,6,"25,556",14:00,"60,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 금천구 독산동 152-10,50350510177,1508,독산 이사벨호텔,5,"30,000",15:00,"60,000",#쿠폰혜택 #TOP100 #현장적립
2018-11-14,서울특별시 금천구 독산동 973-4,50350514793,113,독산 휴,4,"20,000",18:00,"45,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 동대문구 신설동 117-24,50350516265,2088,동대문 다락,5,"20,000",14:00,"45,000",#쿠폰혜택 #TOP100 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 쌍림동 270-2,50350502046,146,동대문 더 디자이너스,3,"27,000",14:00,"112,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 쌍림동 155-1,50350516389,161,동대문 더 디자이너스 DDP,,,14:00,"226,000",#현장적립 #최저가보상
2018-11-14,서울특별시 동대문구 신설동 98-24,50350501976,31,동대문 라마다 앙코르,3,"35,000",15:00,"45,000",#쿠폰혜택 #최저가보상
2018-11-14,서울특별시 중구 을지로6가 18-73,50350510939,1015,동대문 라트리,5,"25,000",18:00,"50,000",#당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 종로구 숭인동 1405,50350516371,309,동대문 루미아 호텔,4,"30,000",16:00,"45,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 동대문구 신설동 92-35,50350500858,1402,동대문 부티크나인 (HB9),4,"30,000",15:00,"60,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 을지로5가 274-1,50350518049,0,동대문 에이큐브호텔,,,15:00,"84,500",#현장적립
2018-11-14,서울특별시 중구 광희동1가 150-5,50350502309,617,동대문 트리쉐이드 호텔,3,"25,000",22:00,"85,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 종로구 숭인동 200-23,50350517003,57,동대문(동묘앞) 카라모텔,5,"20,000",20:00,"40,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 종로구 창신동 436-73,50350501906,184,동대문(동묘앞역) 바티카,4,"25,000",15:00,"70,000",#당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 종로구 숭인동 296-23,50350510843,93,동대문(동묘역앞) 그린파크,6,"20,000",18:00,"45,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 동대문구 신설동 76-57,50350516633,88,동대문(신설동) 몽 모텔,4,"20,000",17:00,"35,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 동작구 상도동 183-16,50350517099,391,동작 뉴욕,4,"18,000",18:00,"38,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 강동구 둔촌동 144-4,50350500515,585,둔촌 S,11,"20,000",15:00,"35,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강동구 성내동 417-5,50350500051,33,둔촌 발리 호텔,,,14:00,"60,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강서구 등촌동 637-9,50350514383,27,등촌 베니키아 서울호텔,,,,,
2018-11-14,서울특별시 성동구 성수동1가 668-122,50350501853,99,뚝섬 서울숲,5,"15,000",17:00,"30,000",#현장적립
2018-11-14,서울특별시 성동구 성수동1가 671-186,50350501997,3,뚝섬 하이눈,,,,,#당일예약취소가능 #최저가보상
2018-11-14,서울특별시 중랑구 망우동 360-6,50350514530,312,망우 공감,6,"15,000",18:00,"30,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 면목동 172-91,50350514781,92,면목 597,5,"20,000",20:00,"35,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 면목동 22-15,50350501841,782,면목 CHOI HOTEL,6,"22,000",17:00,"40,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 면목동 170-1 170-1,24943992,149,면목 리츠,5,"19,000",18:00,"30,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 면목동 191-78,50350516537,32,면목 새롬,3,"18,000",20:00,"33,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 면목동 175-47 면목 아미가,50350501959,1062,면목 아미가,4,"20,000",19:00,"35,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 면목동 87-8,50350516677,171,면목 아이존,4,"20,000",19:00,"35,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 중구 남창동 205-125,50350514317,83,명동 MUST STAY,3,"20,000",18:00,"60,000",#마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 충무로3가 59-22,50350516036,79,명동 New stay inn,4,"20,000",15:00,"60,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 태평로2가 70-2,50350518120,16,명동 빅토리아,4,"25,000",17:00,"50,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 중구 북창동 122,50350510878,444,명동 아이린 호텔,3,"25,000",18:00,"60,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 회현동1가 185-2,50350516510,11,명동 킹콩,,,14:00,"55,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 북창동 95,50350515229,314,명동 피넛,3,"18,000",22:00,"60,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 영등포구 양평동3가 30-8,50350514662,1305,목동 G-STAY (구 호텔 조커),4,"20,000",15:00,"39,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 양천구 목동 793-6,226425441,9,목동 갤러리,4,"20,000",18:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 양천구 신정동 953-1,50350510566,419,목동 메종,4,"20,000",19:00,"40,000",#현장적립
2018-11-14,서울특별시 양천구 목동 406-316,50350500783,858,목동 잠(ZAM),6,"15,000",20:00,"38,000",#쿠폰혜택 #당일예약취소가능 #현장적립
2018-11-14,서울특별시 강북구 미아동 44-29,50350514796,88,미아 9 모텔,4,"17,000",20:00,"38,000",#현장적립
2018-11-14,서울특별시 강북구 미아동 42-206 미아 U,50350501061,490,미아 U,7,"15,000",18:00,"30,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강북구 미아동 35-30,29898118,234,미아 담스,4,"25,000",18:00,"50,000",#현장적립 #최저가보상
2018-11-14,서울특별시 강북구 미아동 460-55,50350514322,16,미아 벌꿀,4,"15,000",18:00,"30,000",#최저가보상
2018-11-14,서울특별시 강북구 미아동 35-29,50350517221,245,미아 붐,4,"18,000",19:00,"35,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 강북구 미아동 304-16,50350502120,166,미아 블루,7,"17,000",18:00,"30,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강북구 미아동 42-8,50350502166,246,미아 빅토리아 호텔,9,"25,000",15:00,"45,000",#쿠폰혜택
2018-11-14,서울특별시 강북구 미아동 775-26 미아 샤인,29810815,353,미아 샤인,5,"20,000",19:00,"35,000",#현장적립 #최저가보상
2018-11-14,서울특별시 강북구 미아동 44-4,50350517360,177,미아 썸,6,"18,000",20:00,"35,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 강북구 미아동 44-26 미아 애림,50350517219,16,미아 애림,10,"20,000",18:00,"35,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 강북구 미아동 321-24,50350509797,229,미아 영,4,"17,000",20:00,"30,000",
2018-11-14,서울특별시 강북구 미아동 745-14,50350518253,13,미아 유림,4,"15,000",19:00,"40,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 강북구 미아동 745-28,50350509785,26,미아 짝 모텔,3,"20,000",19:00,"35,000",#현장적립
2018-11-14,서울특별시 강북구 미아동 681-37 미아 카누(삼양동사거리),50350514468,974,미아 카누(삼양동사거리),5,"20,000",18:00,"35,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강북구 미아동 374-13 미아 테마 모텔,29451166,167,미아 테마 모텔,4,"20,000",18:00,"30,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 강북구 미아동 329-70 미아 하야로비 모텔,29881761,847,미아 하야로비 모텔,5,"15,000",19:00,"30,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #최저가보상
2018-11-14,서울특별시 강북구 미아동 136-73,50350500272,47,미아 황금,4,"18,000",21:00,"30,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 강북구 미아동 775-31 미아 휴,50350515664,43,미아 휴,3,"20,000",19:00,"30,000",#현장적립 #최저가보상
2018-11-14,서울특별시 강북구 미아동 36-11,50350500617,833,미아삼거리역 달동네,6,"20,000",18:00,"40,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강서구 마곡동 795-6,50350515629,550,발산 골든호텔,6,"30,000",19:00,"60,000",#쿠폰혜택 #최저가보상
2018-11-14,서울특별시 서초구 방배동 769-10,50350500095,560,방배 2001,5,"20,000",18:00,"50,000",#마이룸 #당일예약취소가능 #현장적립
2018-11-14,서울특별시 서초구 방배동 811-16,50350501194,254,방배 M,5,"20,000",11:00,"40,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 서초구 방배동 818-22,50350502056,172,방배 S,6,"20,000",18:00,"40,000",#쿠폰혜택 #당일예약취소가능 #최저가보상
2018-11-14,서울특별시 서초구 방배동 768-17,50350517782,308,방배 STYLE,4,"25,000",17:00,"55,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 서초구 방배동 793-4,25331583,544,방배 금강,5,"20,000",17:00,"35,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 서초구 방배동 751-8,50350510474,342,방배 블루문,5,"20,000",16:00,"30,000",#쿠폰혜택
2018-11-14,서울특별시 서초구 방배동 792-18,25916234,605,방배 오슬로,9,"20,000",17:00,"40,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 서초구 방배동 818-33,50350510473,640,방배 준,6,"20,000",13:00,"35,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 영등포구 신길동 482-3,50350515384,444,보라매 봄(Bom) 2호점,6,"20,000",16:00,"50,000",#쿠폰혜택
2018-11-14,서울특별시 은평구 대조동 15-129,50350501552,864,불광 CS,12,"17,777",17:00,"33,333",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 은평구 불광동 285-16,50350510716,2232,불광 DU호텔,6,"20,000",16:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 은평구 대조동 15-25,50350516112,476,불광 G,4,"15,000",19:00,"30,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 은평구 대조동 15-174,50350501544,482,불광 M&A,4,"22,000",19:00,"40,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #최저가보상
2018-11-14,서울특별시 은평구 대조동 15-57,50350501897,659,불광 SOL,6,"20,000",18:00,"40,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 은평구 대조동 15-126,50350501561,1286,불광 Y(와이),10,"20,000",16:00,"35,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 은평구 대조동 15-52,50350500721,970,불광 노블레스,8,"20,000",16:00,"40,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 은평구 대조동 15-56,50350500779,844,불광 라비다 호텔,6,"25,000",16:00,"45,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 은평구 녹번동 141-3,50350501288,247,불광 라비야,5,"25,000",17:00,"45,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 은평구 불광동 285-24,50350502073,153,불광 리츠,6,"20,000",18:00,"40,000",#당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 은평구 대조동 15-49,50350510720,523,불광 아비숑,10,"20,000",16:00,"35,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 은평구 대조동 15-121,50350515987,179,불광 아테네,4,"15,000",18:00,"30,000",#쿠폰혜택
2018-11-14,서울특별시 은평구 대조동 2-2,50350517936,769,불광 톰+,8,"20,000",15:00,"30,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 은평구 대조동 15-133,50350500612,1924,불광 톰지+,8,"20,000",23:00,"36,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 은평구 대조동 15-84,50350501860,21,불광 티파니,5,"20,000",21:00,"35,000",#쿠폰혜택 #당일예약취소가능 #현장적립
2018-11-14,서울특별시 동작구 사당동 1019-19,50350516227,2541,사당 MRG,6,"18,000",18:00,"40,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 남현동 602-13,50350516184,1477,사당 램파트,4,"20,000",22:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 관악구 남현동 602-14,50350509964,1641,사당 메트로21,4,"20,000",22:00,"40,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 남현동 602-16,50350500321,2366,사당 베니스,4,"18,000",19:00,"35,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 남현동 602-3,50350518102,526,사당 호텔 더 라움,4,"20,000",22:00,"45,000",#쿠폰혜택 #TOP100 #현장적립
2018-11-14,서울특별시 강남구 삼성동 168-16,50350502230,795,삼성 Boutique Hotel XYM,4,"30,000",18:00,"77,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 삼성동 142-13,50350509625,519,삼성 JS 부띠끄호텔,4,"30,000",14:00,"60,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 삼성동 100-3,50350501893,811,삼성 M+,6,"25,000",18:00,"50,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 강남구 삼성동 144-7,50350501670,350,삼성 더 디자이너스,5,"30,000",15:00,"99,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 삼성동 143-25,25631901,1396,삼성 디 에이스,6,"25,000",18:00,"55,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 삼성동 142-14,50350516645,289,삼성 발리 무인텔,4,"35,000",20:00,"60,000",#쿠폰혜택 #현장적립 #최저가보상 #신축&리모델링
2018-11-14,서울특별시 강남구 삼성동 49-9,25459057,441,삼성 베드스테이션,5,"18,000",15:00,"50,000",#쿠폰혜택 #좋은숙박연구소 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 삼성동 142-12,50350514725,522,삼성 캘리포니아,5,"30,000",15:00,"70,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 삼성동 142-19,50350501391,822,삼성 타라,4,"30,000",16:00,"67,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 중랑구 망우동 506-5,50350517066,378,상봉 M,6,"15,000",16:00,"30,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 89-8,5035052097,8,상봉 Y,7,"20,000",18:00,"35,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 88-29,50350501698,289,상봉 공감,5,"17,000",19:00,"30,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 89-3 상봉 메이,50350500047,1723,상봉 메이,6,"20,000",18:00,"40,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 89 89,50350514397,1685,상봉 살루트 호텔,6,"20,000",15:00,"45,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 망우동 506-4 상봉 아테네,50350501855,1673,상봉 아테네,7,"18,000",16:00,"30,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 중랑구 망우동 506-12,50350500299,946,상봉 유토피아,6,"20,000",14:00,"40,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 90-48,24377737,715,상봉 줌(ZOOM),10,"20,000",17:00,"35,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 망우동 508-47,50350514949,1076,상봉 칼튼,6,"20,000",14:00,"40,000",#쿠폰혜택 #당일예약취소가능 #최저가보상
2018-11-14,서울특별시 중랑구 망우동 508-33,50350514400,553,상봉 코지,6,"18,000",14:00,"35,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 92-1,50350501189,1046,상봉 테마,5,"25,000",14:00,"55,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 115-18,50350516545,740,상봉 테마21,5,"18,000",15:00,"35,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 88-5번지,50350501977,258,상봉 파레스,5,"18,000",20:00,"35,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 망우동 564,50350500821,738,상봉 하이눈,6,"20,000",18:00,"40,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 89-6,50350502214,1409,상봉 호텔 버스,5,"20,000",16:00,"45,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 118-1,50350517927,773,상봉 호텔 피아노,6,"17,000",18:00,"30,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 망우동 564-1,50350500024,1886,상봉 호텔스타,6,"25,000",16:00,"50,000",#쿠폰혜택 #TOP100 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중랑구 상봉동 128-41,50350515109,884,상봉(중랑) 샐몬,8,"20,000",17:00,"40,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 서대문구 냉천동 164,50350510460,455,서대문 테마,4,"20,000",18:00,"50,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 관악구 봉천동 868-18,50350501482,1865,서울대입구 54번가,5,"25,000",17:00,"55,000",#쿠폰혜택 #TOP100 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 봉천동 856-8,50350500532,396,서울대입구 ZIP,5,"25,000",22:00,"45,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 봉천동 864-3,28710053,1042,서울대입구 그랜드,3,"15,000",19:00,"30,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 관악구 봉천동 1599-6,50350500693,1034,서울대입구 담,5,"25,000",17:00,"45,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 봉천동 866-4,50350514855,3519,서울대입구 린,6,"20,000",17:00,"40,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 봉천동 863-8,50350500483,1418,서울대입구 바이올린.H,6,"20,000",17:00,"45,000",#쿠폰혜택 #당일예약취소가능 #현장적립
2018-11-14,서울특별시 관악구 봉천동 62-24,50350514441,663,서울대입구 본파크 모텔,4,"15,000",16:00,"30,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 봉천동 854-3,50350517359,535,서울대입구 상상,4,"20,000",18:00,"45,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 관악구 봉천동 1599-3,50350500008,2201,서울대입구 수,6,"20,000",17:00,"40,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 봉천동 866-3,50350501685,1014,서울대입구 썸,6,"20,000",18:00,"35,000",#당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 봉천동 851-13,50350509959,575,서울대입구 엔젤,6,"15,000",16:00,"35,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 관악구 봉천동 1599-5,50350516900,630,서울대입구 테마25시,6,"20,000",15:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 관악구 봉천동 62-33,50350500009,1378,서울대입구 폭스,6,"20,000",18:00,"40,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 봉천동 868-2,50350509943,168,서울대입구 휠,4,"16,000",18:00,"35,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 용산구 청파동1가 160-1,50350500888,348,서울역 WO,5,"20,000",19:00,"40,000",#당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 용산구 서계동 228-6,50350514763,115,서울역 계림,4,"20,000",18:00,"40,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 용산구 서계동 229-3,50350517293,11,서울역 금강모텔,3,"20,000",18:00,"40,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 용산구 갈월동 69-27,50350515513,177,서울역 더 디자이너스,,,15:00,"99,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 남대문로5가 17-7,50350510924,145,서울역 동산,4,"15,000",20:00,"35,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 남대문로5가 17-4,50350514391,1060,서울역 요우커,4,"20,000",19:00,"45,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 남대문로5가 63-4,50350510959,120,서울역 테마,5,"20,000",18:00,"45,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 서초구 서초동 1593-21,50350514550,677,서초 HOTEL A7,4,"30,000",14:00,"55,000",#쿠폰혜택 #마이룸 #당일예약취소가능
2018-11-14,서울특별시 서초구 서초동 1593-4,50350510486,786,서초 HOTEL ART,5,"28,000",18:00,"50,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #신축&리모델링
2018-11-14,서울특별시 서초구 서초동 1595-7,25829682,845,서초 H호텔,6,"30,000",15:00,"55,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 서초구 서초동 1595-5,0,726,서초 JASMIN,4,"28,000",15:00,"55,000",#쿠폰혜택 #최저가보상
2018-11-14,서울특별시 서초구 서초동 1595-4,50350516467,1356,서초 L'ARIA(라리아),4,"30,000",18:00,"60,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 서초구 서초동 1594-5,50350500114,2391,서초 LAVA,4,"25,000",19:00,"55,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 서초구 서초동 1594-6,50350500175,597,서초 NINETH,5,"30,000",15:00,"52,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 서초구 서초동 1554-12,50350516784,1307,서초 STAY HOTEL,8,"25,000",20:00,"60,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 서초구 서초동 1591-6,50350500006,1371,서초 뉴욕,7,"20,000",18:00,"45,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 서초구 서초동 1574-8,50350500055,1544,서초 리즈,8,"25,000",17:00,"50,000",#쿠폰혜택 #당일예약취소가능 #현장적립
2018-11-14,서울특별시 서초구 서초동 1593-14,50350500067,2693,서초 오슬로,11,"20,000",15:00,"40,000",#쿠폰혜택 #TOP100 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 서초구 서초동 1589-4,50350500666,367,서초 유원호텔,6,"20,000",18:00,"48,000",#현장적립
2018-11-14,서울특별시 서초구 서초동 1595-11,50350502373,2526,서초 윤,6,"22,000",18:00,"50,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 서초구 서초동 1591-7,50350500468,1938,서초 컬리넌,5,"23,000",18:00,"45,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 서초구 서초동 1584-8,50350501096,2856,서초 호텔스타 프리미어,6,"23,000",18:00,"55,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 대치동 890-27,50350500187,2851,선릉 꾸띠,6,"20,000",17:00,"50,000",#쿠폰혜택 #TOP100 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 삼성동 142-24,50350518312,105,선릉 베드스테이션,5,"25,000",15:00,"55,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 강남구 대치동 890-40,50350500331,879,선릉 프린스,6,"23,000",18:00,"55,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 삼성동 141-21,50350518161,93,선릉 호텔 스타,4,"25,000",19:00,"60,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 성북구 석관동 288-3,50350501776,129,성북 리치,4,"20,000",18:00,"30,000",#쿠폰혜택 #당일예약취소가능 #최저가보상
2018-11-14,서울특별시 성북구 석관동 343-18,50350502080,3,성북 준,,,20:00,"33,000",#최저가보상
