"date","address","phone","num_hugi","title","max_daesil_time","daesil_price","sukbak_time","sukbak_price","hashtag","content"
"2018-11-16","서울특별시 강동구 둔촌동 144-4","050350500515","585","둔촌 S","11","20,000","15:00","51,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","☆무한숙박 이벤트☆^_^* 연박 추가요금 할인 이벤트!(회원가적용!)* 숙박 마일리지이벤트!(회원가적용!)"
"2018-11-16","서울특별시 강동구 성내동 417-5","050350500051","33","둔촌 발리 호텔","","","14:00","60,000","#쿠폰혜택 #현장적립 #최저가보상","★강동구 최고의 서비스, 친절, 청결★★1성급 Bali Hotel ★CAFE , BAR , 24시 CU 편의점"
"2018-11-16","서울특별시 성동구 성수동1가 668-122","050350501853","99","뚝섬 서울숲","5","15,000","22:00","40,000","#현장적립",""
"2018-11-16","서울특별시 중랑구 망우동 360-6","050350514530","312","망우 공감","6","15,000","20:00","40,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 중랑구 면목동 172-91","050350514781","92","면목 597","5","20,000","21:00","45,000","#현장적립 #최저가보상","※면목에서 조식제공하는 유일한 업체"
"2018-11-16","서울특별시 중랑구 면목동 22-15","050350501841","782","면목 CHOI HOTEL","6","22,000","17:00","55,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","이용후기 이벤트"
"2018-11-16","서울특별시 중랑구 면목동 170-1 170-1","024943992","150","면목 리츠","5","19,000","20:00","50,000","#쿠폰혜택 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 중랑구 면목동 191-78","050350516537","32","면목 새롬","3","18,000","20:00","33,000","#쿠폰혜택 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 중랑구 면목동 175-47 면목 아미가","050350501959","1063","면목 아미가","4","20,000","20:00","50,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","맛있는 커피와 함께 디저트 제공:)"
"2018-11-16","서울특별시 중랑구 면목동 87-8","050350516677","171","면목 아이존","4","20,000","22:00","40,000","#쿠폰혜택 #마이룸",""
"2018-11-16","서울특별시 중구 남창동 205-125","050350514317","83","명동 MUST STAY","3","25,000","18:00","70,000","#마이룸 #당일예약취소가능 #현장적립 #최저가보상","MY ROOM 객실 이용시 50%쿠폰 제공주차장 미보유 숙소입니다. 도보로 이용해 주세요."
"2018-11-16","서울특별시 중구 충무로3가 59-22","050350516036","79","명동 New stay inn","4","25,000","15:00","70,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","주차장 미보유 숙소입니다. 도보로 이용해 주세요."
"2018-11-16","서울특별시 중구 태평로2가 70-2","050350518120","16","명동 빅토리아","5","20,000","20:00","60,000","#현장적립",""
"2018-11-16","서울특별시 중구 북창동 122","050350510878","444","명동 아이린 호텔","3","33,000","20:00","77,000","#쿠폰혜택 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 중구 회현동1가 185-2","050350516510","11","명동 킹콩","","","14:00","45,000","#현장적립 #최저가보상","이용후기 작성 시 추첨을 통해 숙박권 증정"
"2018-11-16","서울특별시 중구 북창동 95","050350515229","314","명동 피넛","4","20,000","14:00","65,000","#쿠폰혜택 #현장적립 #최저가보상","※ 컴퓨터 없습니다. ※예약 이용 시 숙박 1만원 / 대실 5천원 선착순 할인혜택 제공!!평일 5,000원 특별할인 EVENT!"
"2018-11-16","서울특별시 영등포구 양평동3가 30-8","050350514662","1305","목동 G-STAY (구 호텔 조커)","4","25,000","15:00","60,000","#쿠폰혜택 #마이룸 #최저가보상","야놀자 선착순 쿠폰 대량배포!!※초특급 혜택 사진후기 EVENT 진행중!1+1 이벤트"
"2018-11-16","서울특별시 양천구 목동 793-6","0226425441","9","목동 갤러리","4","20,000","18:00","50,000","#쿠폰혜택 #마이룸 #현장적립",""
"2018-11-16","서울특별시 양천구 목동 406-316","050350500783","858","목동 잠(ZAM)","6","18,000","20:00","55,000","#쿠폰혜택 #당일예약취소가능 #현장적립","최신 영화표를 쏜다!최신 영화표를 쏜다!(2)이용후기 이벤트?"
"2018-11-16","서울특별시 강북구 미아동 44-29","050350514796","88","미아 9 모텔","4","17,000","20:00","40,000","#현장적립",""
"2018-11-16","서울특별시 강북구 미아동 42-206 미아 U","050350501061","491","미아 U","7","15,000","18:00","40,000","#쿠폰혜택 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 강북구 미아동 35-30","029898118","234","미아 담스","4","23,000","21:00","60,000","#현장적립 #최저가보상","단골 회원을 위한 10+1 EVENT현장에서 야놀자 회원 인증할 시 2000원 할인!프리미엄 단골 카드 지급"
"2018-11-16","서울특별시 강북구 미아동 460-55","050350514322","16","미아 벌꿀","4","18,000","18:00","40,000","#최저가보상",""
"2018-11-16","서울특별시 강북구 미아동 35-29","050350517221","246","미아 붐","4","20,000","19:00","45,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 강북구 미아동 304-16","050350502120","166","미아 블루","7","15,000","22:00","40,000","#현장적립 #최저가보상","평일 30,000원 특가 EVENT 진행중~♥"
"2018-11-16","서울특별시 강북구 미아동 42-8","050350502166","247","미아 빅토리아 호텔","9","25,000","15:00","90,000","#쿠폰혜택","※무한대실 최대 11시간 사용가능※※15시부터 체크인 가능※"
"2018-11-16","서울특별시 강북구 미아동 775-26 미아 샤인","029810815","353","미아 샤인","5","20,000","21:00","50,000","#현장적립 #최저가보상","★신년 복 담은 양말 증정 EVENT★★빛나는 샤인 이용 후기 EVENT!!★★생일축하드립니다^^ ~ 생일 EVENT !!★"
"2018-11-16","서울특별시 강북구 미아동 44-4","050350517360","177","미아 썸","4","20,000","21:00","50,000","#쿠폰혜택 #마이룸 #최저가보상",""
"2018-11-16","서울특별시 강북구 미아동 44-26 미아 애림","050350517219","17","미아 애림","10","20,000","21:00","60,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","★미아사거리역 애림모텔★"
"2018-11-16","서울특별시 강북구 미아동 321-24","050350509797","229","미아 영","4","17,000","20:00","40,000","",""
"2018-11-16","서울특별시 강북구 미아동 745-14","050350518253","13","미아 유림","4","15,000","20:00","40,000","#쿠폰혜택 #마이룸",""
"2018-11-16","서울특별시 강북구 미아동 745-28","050350509785","26","미아 짝 모텔","3","20,000","19:00","35,000","#현장적립","♥주말 특가 30000만원"
"2018-11-16","서울특별시 강북구 미아동 681-37 미아 카누(삼양동사거리)","050350514468","975","미아 카누(삼양동사거리)","5","20,000","18:00","45,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","Event 01. 고데기 무료 데여★★★"
"2018-11-16","서울특별시 강북구 미아동 374-13 미아 테마 모텔","029451166","167","미아 테마 모텔","4","20,000","18:00","40,000","#쿠폰혜택 #현장적립","★무한대실 EVENT★★넓은 객실★★주차 시설 완비★"
"2018-11-16","서울특별시 강북구 미아동 329-70 미아 하야로비 모텔","029881761","848","미아 하야로비 모텔","5","15,000","19:00","35,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #최저가보상","★ 주차 가능 ★★ 가성비 최고^^ ★"
"2018-11-16","서울특별시 강북구 미아동 136-73","050350500272","47","미아 황금","4","18,000","21:00","40,000","#쿠폰혜택 #마이룸 #현장적립",""
"2018-11-16","서울특별시 강북구 미아동 775-31 미아 휴","050350515664","43","미아 휴","3","20,000","19:00","40,000","#현장적립 #최저가보상",""
"2018-11-16","서울특별시 강북구 미아동 36-11","050350500617","833","미아삼거리역 달동네","6","20,000","18:00","50,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","＃무한대실 &amp; 무한숙박 EVENT＃생일 &amp; 다양한 쿠폰 EVENT# 스타일리쉬한 연출을 위한 고데기 대여가능 *^,^*"
"2018-11-16","서울특별시 강서구 마곡동 795-6","050350515629","550","발산 골든호텔","6","30,000","21:00","70,000","#최저가보상","★퇴실 연장 이벤트!!★골든호텔 포인트적립 카드 만들어드립니다"
"2018-11-16","서울특별시 서초구 방배동 818-22","050350502056","172","방배 S","6","20,000","20:00","60,000","#쿠폰혜택 #당일예약취소가능 #최저가보상","★ 야놀자 회원 특급대우!★ 넉넉한 대실시간, 저렴한 숙박가격!★ 따뜻하고, 포근하고 아늑한 객실"
"2018-11-16","서울특별시 서초구 방배동 768-17","050350517782","309","방배 STYLE","4","25,000","21:00","60,000","#쿠폰혜택 #현장적립","주중 무한대실 (최대8시간), 주말대실할인"
"2018-11-16","서울특별시 영등포구 신길동 482-3","050350515384","444","보라매 봄(Bom) 2호점","6","20,000","20:00","80,000","#쿠폰혜택","여기까지 와서 야식 안 먹을거야?! 팝콘, 라면, 음료 다 있어~ 몸만 와?2016.12.23 Grand Open 신축 봄(Bom) 보라매 2호점 오픈!"
"2018-11-16","서울특별시 은평구 대조동 15-129","050350501552","864","불광 CS","12","17,777","18:00","45,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","★주중★무한대실★야간대실★문의 환영 02-353-0609★전 객실★전기장판★완비★대실 7회 / 숙박 5회 이용시 제주도 항공권 증정!"
"2018-11-16","서울특별시 은평구 불광동 285-16","050350510716","2236","불광 DU호텔","6","20,000","22:00","50,000","#쿠폰혜택 #마이룸 #현장적립","숙박 및 대실 최대 10,000원 할인혜택고데기, 충전기, 고급 어메니티 구비완료평일 숙박 이용시 16시 입실가능"
"2018-11-16","서울특별시 은평구 대조동 15-57","050350501897","660","불광 SOL","6","20,000","18:00","45,000","#쿠폰혜택 #현장적립 #최저가보상","평일에 방문 또는 전화예약해주시는 고객님들에 한하여, 16시 이전 입실하시는 고객님들께는 6시간 이용이 가능주차시설 완비★★"
"2018-11-16","서울특별시 은평구 대조동 15-126","050350501561","1286","불광 Y(와이)","10","20,000","16:00","45,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","평일 야간 대실 가능 문의 전화 주세요무한대실 이벤트pc방급 사양의 커플pc룸으로 객실 업그레이드"
"2018-11-16","서울특별시 은평구 대조동 15-52","050350500721","970","불광 노블레스","8","20,000","16:00","50,000","#쿠폰혜택 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 은평구 대조동 15-56","050350500779","845","불광 라비다 호텔","7","25,000","21:00","60,000","#쿠폰혜택 #현장적립","Event 1. 고데기를 무료로 대여!Event 2. 렌즈케이스 무료제공!Event 3. 전객실 Wi-fi 가능!"
"2018-11-16","서울특별시 은평구 대조동 15-49","050350510720","523","불광 아비숑","10","20,000","17:00","45,000","#쿠폰혜택 #현장적립 #최저가보상","야간대실 OPEN!! 문의 전화 주세요 :)전객실 고데기, 토스트기 비치, 층별 전자레인지 비치전객실 wifi 설치, 전객실 pc 설치"
"2018-11-16","서울특별시 은평구 대조동 15-133","050350500612","1926","불광 톰지+","8","20,000","23:00","45,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","* 월~금 오전 11시 이전 현장 현금결제시 10시간 이용가능 (차량은 6시간, 공휴일 제외)"
"2018-11-16","서울특별시 동작구 사당동 1019-19","050350516227","2545","사당 MRG","6","18,000","20:00","60,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 관악구 남현동 602-13","050350516184","1479","사당 램파트","4","20,000","23:00","60,000","#쿠폰혜택 #마이룸 #현장적립","★야놀자 회원 특별선물과 할인을 드립니다!★LG트롬 스타일러로 향기로운 경험을 드립니다!★PC방 게임을 지원합니다!"
"2018-11-16","서울특별시 관악구 남현동 602-14","050350509964","1642","사당 메트로21","4","20,000","22:00","65,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","2018 그랜드오픈!! LG트롬 스타일러. 스파욕조(특실)주중 12시 이전입실시 최대 6시간 이용 가능!야놀자 회원에게 할인 및 선물이 팡팡?"
"2018-11-16","서울특별시 관악구 남현동 602-16","050350500321","2367","사당 베니스","4.5","18,000","22:00","60,000","#당일예약취소가능 #현장적립 #최저가보상","♣베니스의 귀품♣전객실 3D TV로 영화보기 OvO월풀, 커플 PC, 와이파이"
"2018-11-16","서울특별시 관악구 남현동 602-3","050350518102","528","사당 호텔 더 라움","4","20,000","22:00","65,000","#쿠폰혜택 #TOP100 #현장적립","★사당 호텔 더 라움 18.09.07 GRAND OPEN★HOTEL + COFFEE 카페형호텔 사당 상륙!"
"2018-11-16","서울특별시 강남구 삼성동 168-16","050350502230","795","삼성 Boutique Hotel XYM","5","30,000","18:00","90,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","★ 전 객실 최고급 메모리폼 매트리스와 라텍스베개 구성★ Boutique Hotel XYM 고객님들의 건강을 위해 객실 청소 후 소독을 실시 ★★ 대실 시간추가 , 업그레이드 이벤트!! ★"
"2018-11-16","서울특별시 강남구 삼성동 142-13","050350509625","519","삼성 JS 부띠끄호텔","4","30,000","20:00","70,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","1. 위치 : 선릉역 10번 출구 5분 이내 거리2. 객실 : 따뜻하고 포근한 분위기를 원한다면?"
"2018-11-16","서울특별시 강남구 삼성동 100-3","050350501893","812","삼성 M+","6","25,000","21:00","60,000","#쿠폰혜택 #마이룸","▶ M+ 자체 포인트카드 무료 제공 및 포인트 적립 이벤트▶ 친절, 청결, 저렴, 럭셔리함과 아름다운 분위기를 갖춘 디자인호텔 M+"
"2018-11-16","서울특별시 강남구 삼성동 144-7","050350501670","350","삼성 더 디자이너스","5","30,000","15:00","121,000","#쿠폰혜택 #현장적립 #최저가보상","2. 대실 이용고객 dal.komm coffee 제공 ?3. 주중숙박 이용고객을 위한 특별한 선물 제공 ?★대실 오전 10시부터 5시까지 총 7시간 이용 가능★"
"2018-11-16","서울특별시 강남구 삼성동 143-25","025631901","1399","삼성 디 에이스","6","25,000","20:00","80,000","#쿠폰혜택 #현장적립 #최저가보상","※ 평일(월~금) 대실 이용시간 안내[주중 무한대실 실시] 최대 12시간 대실 가능[적립] 마일리지 멤버쉽 오픈 현장결제시 현금10% 적립카드5% 적립"
"2018-11-16","서울특별시 강남구 삼성동 142-14","050350516645","289","삼성 발리 무인텔","4","25,000","20:00","70,000","#현장적립 #최저가보상 #신축&리모델링","#주중 17시이전 대실이용시 최대6시간#선릉역 10번 출구 도보 5분 거리에 위치심플하고 모던한 분위기의 객실보유"
"2018-11-16","서울특별시 강남구 삼성동 49-9","025459057","441","삼성 베드스테이션","5","18,000","20:00","60,000","#쿠폰혜택 #좋은숙박연구소 #당일예약취소가능 #현장적립 #최저가보상","[*주차장 미보유* 24시간 이벤트] 월~목 13시 입실시 익일 13시 까지 이용 가능(현장결제시)연박 사용 시(주말,공휴일전 포함), 추가 요금 없이 종일 사용 가능 !① 밝은 조명, ② 객실 개별 냉/난방 시스템, ③ 2층 게스트bar 완비"
"2018-11-16","서울특별시 강남구 삼성동 142-12","050350514725","527","삼성 캘리포니아","5","30,000","20:00","80,000","#쿠폰혜택 #현장적립 #최저가보상","VIP실 - 멀리 가지 않아도 글램핑을 느낄 수 있는 곳특실 - 스마트TV(65 inch)설치, 휴대폰 연동 가능차량 이용 고객 발렛 서비스 제공"
"2018-11-16","서울특별시 강남구 삼성동 142-19","050350501391","822","삼성 타라","4","30,000","16:00","70,000","#쿠폰혜택 #마이룸","따뜻하고 온화한 분위기를 원한다면?2호선 선릉역 10번 출구 인근에 위치?"
"2018-11-16","서울특별시 중랑구 망우동 506-5","050350517066","379","상봉 M","4","15,000","16:00","35,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 중랑구 상봉동 89-8","05035052097","10","상봉 Y","4","25,000","20:00","50,000","#마이룸 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 중랑구 상봉동 88-29","050350501698","289","상봉 공감","4","18,000","19:00","40,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","이용후기 이벤트"
"2018-11-16","서울특별시 중랑구 상봉동 89-3 상봉 메이","050350500047","1724","상봉 메이","6","20,000","22:00","60,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 중랑구 상봉동 89 89","050350514397","1688","상봉 살루트 호텔","6","20,000","20:00","60,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","결제금액의 최대 10% 마일리지 적립 EVENT!주중 12시 이전 입실 시 대실 8시간 이용 가능"
"2018-11-16","서울특별시 중랑구 망우동 506-4 상봉 아테네","050350501855","1673","상봉 아테네","7","18,000","16:00","40,000","#쿠폰혜택 #마이룸 #최저가보상",""
"2018-11-16","서울특별시 중랑구 망우동 506-12","050350500299","949","상봉 유토피아","6","20,000","18:00","50,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","전객실 헤어매직기 설치 !!상봉 최초! 배틀그라운 가능 업체무한숙박 이벤트"
"2018-11-16","서울특별시 중랑구 상봉동 90-48","024377737","716","상봉 줌(ZOOM)","9","20,000","20:00","50,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","2017.07 리모델링 완료주중 10시 이전 입실 최대 11시간 무한대실음료생수 무한 제공"
"2018-11-16","서울특별시 중랑구 망우동 508-47","050350514949","1077","상봉 칼튼","6","20,000","18:00","50,000","#쿠폰혜택 #당일예약취소가능 #최저가보상","[리뷰]샐러드바 포토리뷰 이벤트[기념일]생일이신 고객님께 소정의 선물 증정 이벤트[여름한정] 슬러쉬 제공되고있습니다!"
"2018-11-16","서울특별시 중랑구 망우동 508-33","050350514400","554","상봉 코지","6","18,000","18:00","45,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","COZY에서 드리는 5가지 혜택!"
"2018-11-16","서울특별시 중랑구 상봉동 92-1","050350501189","1047","상봉 테마","5","25,000","15:00","65,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","상봉 테마 마일리지 이벤트 실시!!상봉 테마 무한대실 이벤트!원하시는 객실이 있으시면 꼭 프론트로 문의해주세요!"
"2018-11-16","서울특별시 중랑구 상봉동 115-18","050350516545","741","상봉 테마21","5","18,000","17:00","40,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","야놀자 제휴 기념 대실 할인 이벤트!!★선착순 쿠폰 배포★★주말 15시 입실 가능 객실 타입 오픈★"
"2018-11-16","서울특별시 중랑구 상봉동 88-5번지","050350501977","261","상봉 파레스","5","18,000","20:00","45,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","숙박 및 대실 이용 고객 영화할인권 증정"
"2018-11-16","서울특별시 중랑구 망우동 564","050350500821","738","상봉 하이눈","6","20,000","20:00","50,000","#쿠폰혜택 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 중랑구 상봉동 89-6","050350502214","1411","상봉 호텔 버스","5","20,000","22:00","95,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","11월이벤트!대실,숙박 이용하시는모든고객님께 탄산음료 무료서비스!!스타벅스 원두 입점 (직접 갈아드려요^^눈으로 확인 가능)BUS 무료 대실 이벤트!!"
"2018-11-16","서울특별시 중랑구 상봉동 118-1","050350517927","780","상봉 호텔 피아노","6","15,000","18:00","45,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","상봉 호텔 피아노 오픈 기념 초특가 할인 이벤트!"
"2018-11-16","서울특별시 중랑구 망우동 564-1","050350500024","1886","상봉 호텔스타","6","25,000","22:00","60,000","#쿠폰혜택 #TOP100 #마이룸 #현장적립 #최저가보상","오픈 기념 이벤트 !"
"2018-11-16","서울특별시 중랑구 상봉동 128-41","050350515109","887","상봉(중랑) 샐몬","8","20,000","20:00","60,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 관악구 봉천동 868-18","050350501482","1866","서울대입구 54번가","5","25,000","20:00","60,000","#TOP100 #당일예약취소가능 #현장적립 #최저가보상","대실 이용시간 추가증정 이벤트기가랜 구축, 노하드 시스템으로 PC방과 동일한 게임 자동 패치라텍스 침대 위에서 구스 이불 덮고 숙면하세요?"
"2018-11-16","서울특별시 관악구 봉천동 856-8","050350500532","396","서울대입구 ZIP","5","25,000","19:00","50,000","#현장적립 #최저가보상","오버워치, 리니지 등 3D게임 실행 가능♬파티룸을 찾는다면 여기로 ZIP서울대입구 ♥최애 모텔♥ 가성비 갑"
"2018-11-16","서울특별시 관악구 봉천동 864-3","028710053","1042","서울대입구 그랜드","3","15,000","19:00","40,000","#쿠폰혜택 #마이룸",""
"2018-11-16","서울특별시 관악구 봉천동 1599-6","050350500693","1034","서울대입구 담","4","25,000","22:00","65,000","#현장적립 #최저가보상","서울대입구역 1,2번 출구 근처!?샤로수길 데이트 코스?고급스러운 인테리어와 호텔급 시설?"
"2018-11-16","서울특별시 관악구 봉천동 866-4","050350514855","3522","서울대입구 린","6","20,000","18:00","65,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","City's forests! 도시의 숲 서울대입구 린 5월25일 Grand Open!★각 객실별 테마★"
"2018-11-16","서울특별시 관악구 봉천동 863-8","050350500483","1418","서울대입구 바이올린.H","6","20,000","17:00","65,000","#쿠폰혜택 #당일예약취소가능 #현장적립","무한대실 이벤트 진행중!( 토,일, 공휴일 제외 )14시 이후 숙박입실마일리지 10%적립 이벤트"
"2018-11-16","서울특별시 관악구 봉천동 62-24","050350514441","663","서울대입구 본파크 모텔","4","15,000","16:00","40,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","현장 회원 이벤트 진행중"
"2018-11-16","서울특별시 관악구 봉천동 854-3","050350517359","535","서울대입구 상상","4","20,000","22:00","60,000","#쿠폰혜택 #현장적립","전 객실 월풀,스파 설치로 피로는 안드로메다로~~(?? ?ω? )??"
"2018-11-16","서울특별시 관악구 봉천동 1599-3","050350500008","2203","서울대입구 수","6","20,000","22:00","60,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","만화카페까지 갈꺼야? 수에서 토스트 먹으면서 편안하게 만화 읽자!전 객실 WIFI & 인터넷 TV 설치금요일 ★특별가★ 진행중"
"2018-11-16","서울특별시 관악구 봉천동 866-3","050350501685","1014","서울대입구 썸","6","20,000","18:00","50,000","#당일예약취소가능 #현장적립 #최저가보상","최신식 안마기설치 무료사용일요일 스탠다드 객실요금 특가 가격 3만5천원!5회 숙박시 대실 1회 무료 ! (마일리지 서비스)"
"2018-11-16","서울특별시 관악구 봉천동 851-13","050350509959","576","서울대입구 엔젤","6","15,000","18:00","45,000","#쿠폰혜택 #현장적립","현장결제 회원 이벤트 진행중(프론트문의)정성스런 리뷰 작성시 무료초대권 증정 이벤트"
"2018-11-16","서울특별시 관악구 봉천동 1599-5","050350516900","632","서울대입구 테마25시","6","20,000","20:00","50,000","#쿠폰혜택 #마이룸 #현장적립",""
"2018-11-16","서울특별시 관악구 봉천동 62-33","050350500009","1378","서울대입구 폭스","6","20,000","18:00","60,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","카페테리아[cafeteria] 신설서울대입구 폭스 10+1 무료권 이벤트!토, 일요일 회원님께 한하여 제휴점 내규에 따라 요금할인과 12시이전 입실하신 회원님께 한해서 대실 5시간 제공!"
"2018-11-16","서울특별시 관악구 봉천동 868-2","050350509943","168","서울대입구 휠","4","16,000","18:00","50,000","#쿠폰혜택 #마이룸 #현장적립","??야놀자는! 서울대입구 휠??""야놀자 회원 大환영""?└전 객실 무선 WiFi 사용가능"
"2018-11-16","서울특별시 용산구 청파동1가 160-1","050350500888","348","서울역 WO","5","20,000","19:00","55,000","#당일예약취소가능 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 용산구 서계동 228-6","050350514763","116","서울역 계림","4","20,000","18:00","40,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","※ MY ROOM 객실 이용시 50%쿠폰 제공※ MY ROOM 예약 시 프리미엄 비품제공"
"2018-11-16","서울특별시 용산구 서계동 229-3","050350517293","11","서울역 금강모텔","3","20,000","18:00","40,000","#쿠폰혜택 #현장적립",""
"2018-11-16","서울특별시 용산구 갈월동 69-27","050350515513","177","서울역 더 디자이너스","","","15:00","129,000","#쿠폰혜택 #현장적립 #최저가보상","선착순 최대 숙박 1만원 할인쿠폰 증정 예약시 적용서울역 더 디자이너스 후기작성 시 이벤트를 통해 무료권 증정"
"2018-11-16","서울특별시 중구 남대문로5가 17-7","050350510924","145","서울역 동산","4","15,000","20:00","50,000","#쿠폰혜택 #마이룸 #현장적립 #최저가보상","※ MY ROOM 객실 이용시 50%쿠폰 제공※ MY ROOM객실 이용 시 프리미엄 비품 제공"
"2018-11-16","서울특별시 중구 남대문로5가 17-4","050350514391","1060","서울역 요우커","4","20,000","21:00","55,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","★ 주중 숙박 특실 최대 25,000원 할인 ★"
"2018-11-16","서울특별시 중구 남대문로5가 63-4","050350510959","120","서울역 테마","5","20,000","20:00","55,000","#쿠폰혜택 #현장적립 #최저가보상",""
"2018-11-16","서울특별시 서초구 서초동 1593-21","050350514550","680","서초 HOTEL A7","4","30,000","14:00","70,000","#쿠폰혜택 #마이룸 #당일예약취소가능","※ 무한수량에 가까운 쿠폰 발급 중! 기회 놓치지 마세요※ 예약해주신 손님 중 랜덤추첨을 통해 무료권을 제공합니다"
"2018-11-16","서울특별시 서초구 서초동 1593-4","050350510486","786","서초 HOTEL ART","5","28,000","22:00","65,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #신축&리모델링","※ 전 객실 리모델링 완료 ※"
"2018-11-16","서울특별시 서초구 서초동 1595-7","025829682","845","서초 H호텔","6","30,000","20:00","75,000","#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상","★평일 오전 무한대실 이벤트★ ( 월-금 10:00~12:00 대실 입실시 8시간 이용 가능 )"
"2018-11-16","서울특별시 서초구 서초동 1595-5","000000000","727","서초 JASMIN","4","28,000","17:00","75,000","#쿠폰혜택 #최저가보상","★ 쉽게 접할 수 없는 고품격 휴식처★ 넓고 고급스런 객실을 찾는다면 바로 자스민★ 자스민 1만원 할인 EVENT 진행 중!"
"2018-11-16","서울특별시 서초구 서초동 1595-4","050350516467","1358","서초 L'ARIA(라리아)","4","30,000","18:00","80,000","#쿠폰혜택 #현장적립","§ 2017.12 GRAND OPEN §§ 야놀자 App으로 예약바랍니다. §§ 이용 문의사항은 업체로 전화주시면 친절히 답변드립니다. §"
"2018-11-16","서울특별시 서초구 서초동 1594-5","050350500114","2392","서초 LAVA","4","25,000","22:00","70,000","#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","1. 프리미엄 커피 제공 ?2. 전 객실 스카이라이프 TV & Wifi 제공 ?3. 유니레버 사 정품의 욕실비품 제공(샴푸, 린스, 바디워시)"
"2018-11-16","서울특별시 서초구 서초동 1594-6","050350500175","598","서초 NINETH","5","30,000","20:00","85,000","#쿠폰혜택 #현장적립","최초의 Boutique Luxury Hotel?★ 일요일 숙박 할인 이벤트 ★전 객실 Wi-Fi Zone ?"
"2018-11-16","서울특별시 서초구 서초동 1554-12","050350516784","1307","서초 STAY HOTEL","8","25,000","23:00","80,000","#쿠폰혜택 #현장적립",""
"2018-11-16","서울특별시 서초구 서초동 1574-8","050350500055","1545","서초 리즈","8","25,000","19:00","60,000","#쿠폰혜택 #당일예약취소가능 #현장적립","서초 리즈를 방문하시는 손님께 3000원 적립 쿠폰 발급!!■ 무한 대실 이벤트 ■■ 착한 가격! 최고의 서비스! 새 단장 리모델링 완료!?■"
"2018-11-16","서울특별시 서초구 서초동 1593-14","050350500067","2696","서초 오슬로","11","20,000","21:00","60,000","#쿠폰혜택 #TOP100 #마이룸 #당일예약취소가능 #현장적립 #최저가보상","?노랑쿠폰 추가 증정 이벤트?★쿠폰 등록 무료권 이벤트★거부할 수 없는 몽환적인 마력?"
